id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB109620,Jahrbuch der Jean-Paul-Gesellschaft,"Niemeyer ; de Gruyter, 41 (2006) - 45 (2010)",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z␟2010-01-01T00:00:00Z,[2006 TO 2010],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2445648-2,572z,,41 (2006) - 45 (2010),Berlin; Tübingen,Niemeyer ; de Gruyter,AK00003116,Jahrbuch der Jean-Paul-Gesellschaft,Erscheint auch als Druck-Ausgabe,0.16.0,AK,41 (2006) - 45 (2010),Jahrbuch der Jean-Paul-Gesellschaft,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2445648&bibid=DLA␟https://www.degruyterbrill.com/serial/JPJB-B/html
EZB109621,Jahrbuch der Raabe-Gesellschaft,"Niemeyer ; de Gruyter, 1 (1960) -",Volltext (Elektronische Zeitschriftenbibliothek),1960-01-01T00:00:00Z,1960,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2542303-4,572z,1865-8857,1 (1960) -,Berlin [u.a.]; Tübingen,Niemeyer ; de Gruyter,AK00003131␟AK00999115,Jahrbuch der Raabe-Gesellschaft␟Jahrbuch der Raabe-Gesellschaft ... : [Bibliographie enthalten],Erscheint auch als Druck-Ausgabe␟Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1960) -,Jahrbuch der Raabe-Gesellschaft,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2542303&bibid=DLA␟https://www.degruyterbrill.com/journal/key/JDRG/html
EZB109622,Lexicographica,"Niemeyer ; de Gruyter, 1 (1985) -",Volltext (Elektronische Zeitschriftenbibliothek),1985-01-01T00:00:00Z,1985,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2445654-8,572z,1865-9403,1 (1985) -,Berlin; Tübingen,Niemeyer ; de Gruyter,,,,0.16.0,AK,1 (1985) -,Lexicographica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2445654&bibid=DLA␟https://www.degruyterbrill.com/journal/key/LEXI/html
EZB109623,Rhetorik: ein internationales Jahrbuch,"Niemeyer ; de Gruyter, 1 (1980) -",Volltext (Elektronische Zeitschriftenbibliothek),1980-01-01T00:00:00Z,1980,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2445663-9,572z,1865-9160,1 (1980) -,Berlin; Tübingen,Niemeyer ; de Gruyter,AK00003422,Rhetorik : ein internationales Jahrbuch : [Bibliographie enthalten],Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1980) -,Rhetorik: ein internationales Jahrbuch,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2445663&bibid=DLA␟https://www.degruyterbrill.com/journal/key/RHET/html
EZB109624,Sociolinguistica : Internationales Jahrbuch für Europäische Soziolinguistik,"Niemeyer ; de Gruyter, 1 (1987) -",Volltext (Elektronische Zeitschriftenbibliothek),1987-01-01T00:00:00Z,1987,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2455198-3,572z,1865-939X,1 (1987) -,Berlin; New York; Tuebingen,Niemeyer ; de Gruyter,,,,0.16.0,AK,1 (1987) -,Sociolinguistica : Internationales Jahrbuch für Europäische Soziolinguistik,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2455198&bibid=DLA␟https://www.degruyterbrill.com/journal/key/SOCI/html
EZB110112,Studia Universitatis Babeş-Bolyai. Philosophia,"Universitatea Babes-Bolyai ; CEEOL, 45 (2000) -",Volltext (Elektronische Zeitschriftenbibliothek),2000-01-01T00:00:00Z,2000,True,Englisch␟Deutsch␟Französisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2453869-3,572z,2065-9407,45 (2000) -,"Cluj-Napoca; Frankfurt, Main",Universitatea Babes-Bolyai ; CEEOL,,,,0.16.0,AK,45 (2000) -,Studia Universitatis Babeş-Bolyai. Philosophia,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2453869&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB110161,Archiv für das Studium der neueren Sprachen und Literaturen,"Erich Schmidt Verlag (ESV), 155 (2003), 240 -",Volltext (Elektronische Zeitschriftenbibliothek),2003-01-01T00:00:00Z,2003,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2075197-7,572z,1866-5381,"155 (2003), 240 -",Berlin,Erich Schmidt Verlag (ESV),AK00002886␟AK01440232,Archiv für das Studium der neueren Sprachen und Literaturen␟Archiv für das Studium der neueren Sprachen und Literaturen,Erscheint auch als Druck-Ausgabe␟Erscheint auch als Druck-Ausgabe,0.16.0,AK,"155 (2003), 240 -",Archiv für das Studium der neueren Sprachen und Literaturen,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2075197&bibid=DLA␟https://esv-elibrary.de/journal/archiv/loi
EZB110300,Facta Universitatis. Series Linguistics and Literature,"University of Ni, Serbia and Montenegro ; CEEOL, 1 (1996), 3 -",Volltext (Elektronische Zeitschriftenbibliothek),1996-01-01T00:00:00Z,1996,True,Englisch␟Serbisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2216935-0,572z,2406-0518,"1 (1996), 3 -","Niš; Frankfurt, Main","University of Ni, Serbia and Montenegro ; CEEOL",,,,0.16.0,AK,"1 (1996), 3 -",Facta Universitatis. Series Linguistics and Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2216935&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB110381,Etnoantropoloki Problemi = Issues in Ethnology and Anthropology,"Univerzitet u Beogradu, Filozofski fakultet, Odeljenje za etnologiju i antropologiju; CEEOL, 1 (2006) -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Serbisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2466847-3,572z,2334-8801,1 (2006) -,Beograd,"Univerzitet u Beogradu, Filozofski fakultet, Odeljenje za etnologiju i antropologiju; CEEOL",,,,0.16.0,AK,1 (2006) -,Etnoantropoloki Problemi = Issues in Ethnology and Anthropology,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2466847&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB110431,Iran : Journal of the British Institute of Persian Studies,"Taylor & Francis Group ; JSTOR, 1 (1963) -",Volltext (Elektronische Zeitschriftenbibliothek),1963-01-01T00:00:00Z,1963,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2460787-3,572z,2396-9202,1 (1963) -,London,Taylor & Francis Group ; JSTOR,,,,0.16.0,AK,1 (1963) -,Iran : Journal of the British Institute of Persian Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2460787&bibid=DLA␟https://www.jstor.org/journal/iran
EZB110507,Manoa,"Honolulu, Hawaii : Univ. of Hawai'i Press via JSTOR, 1 (1989) -",Volltext (Elektronische Zeitschriftenbibliothek),1989-01-01T00:00:00Z,1989,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2008884-X,572z,1527-943X,1 (1989) -,"Honolulu, Hawaii","Honolulu, Hawaii : Univ. of Hawai'i Press via JSTOR",,,,0.16.0,AK,1 (1989) -,Manoa,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2008884&bibid=DLA␟https://www.jstor.org/journal/manoa
EZB110517,Science Fiction Studies,"University of California Press ; JSTOR, 1 (1973), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1973-01-01T00:00:00Z,1973,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067357-7,572z,2327-6207,"1 (1973), 1 -","Oakland, CA; Greencastle, IN",University of California Press ; JSTOR,,,,0.16.0,AK,"1 (1973), 1 -",Science Fiction Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067357&bibid=DLA␟https://www.jstor.org/journal/sciefictstud
EZB110533,Philosophical Studies: An International Journal for Philosophy in the Analytic Tradition,"Springer ; JSTOR, 1 (1950), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1950-01-01T00:00:00Z,1950,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2008947-8,572z,1573-0883,"1 (1950), 1 -",Dordrecht [u.a.],Springer ; JSTOR,,,,0.16.0,AK,"1 (1950), 1 -",Philosophical Studies: An International Journal for Philosophy in the Analytic Tradition,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2008947&bibid=DLA␟https://www.jstor.org/journal/philstudies
EZB110626,Zeitschrift für philosophische Forschung,"Klostermann; DigiZeitschriften, 1 (1946) -",Volltext (Elektronische Zeitschriftenbibliothek),1946-01-01T00:00:00Z,1946,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2235674-5,572z,1439-2615,1 (1946) -,"Frankfurt, M.; Reutlingen; Wurzbach, Württ.; Meisenheim, Glan",Klostermann; DigiZeitschriften,AK00004690,Zeitschrift für philosophische Forschung,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1946) -,Zeitschrift für philosophische Forschung,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2235674&bibid=DLA␟https://resolver.sub.uni-goettingen.de/purl?PPN511864582
EZB110690,Linguistica Pragensia (2005-2012),"Akademie Ved CR, Ustav pro Jazyk Cesky ; CEEOL ; Portico, 15 (2005) - 22 (2012)",Volltext (Elektronische Zeitschriftenbibliothek),2005-01-01T00:00:00Z␟2012-01-01T00:00:00Z,[2005 TO 2012],True,Deutsch␟Englisch␟Französisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2406484-1,572z,1805-9635,15 (2005) - 22 (2012),Prague; Praha; Warsaw,"Akademie Ved CR, Ustav pro Jazyk Cesky ; CEEOL ; Portico",AK00005110,Linguistica Pragensia,Erscheint auch als Druck-Ausgabe,0.16.0,AK,15 (2005) - 22 (2012),Linguistica Pragensia (2005-2012),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2406484&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB110763,Bibliothek : Forschung und Praxis (1977 bis älter als die aktuellen 4 Jahrgänge),"Saur ; DigiZeitschriften, 1 (1977) -",Volltext (Elektronische Zeitschriftenbibliothek),1977-01-01T00:00:00Z,1977,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2242449-0,572z,1865-7648,1 (1977) -,München,Saur ; DigiZeitschriften,AK00005831,Bibliothek : Forschung und Praxis,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1977) -,Bibliothek : Forschung und Praxis (1977 bis älter als die aktuellen 4 Jahrgänge),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2242449&bibid=DLA␟https://resolver.sub.uni-goettingen.de/purl?PPN514432020
EZB110772,Zeitschrift für Ästhetik und Allgemeine Kunstwissenschaft (ZÄK) (2006-),"Meiner, 51 (2006), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2466840-0,572z,2366-0740,"51 (2006), 1 -",Hamburg,Meiner,AK00005630,Zeitschrift für Ästhetik und allgemeine Kunstwissenschaft,Erscheint auch als Druck-Ausgabe,0.16.0,AK,"51 (2006), 1 -",Zeitschrift für Ästhetik und Allgemeine Kunstwissenschaft (ZÄK) (2006-),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2466840&bibid=DLA␟https://meiner-elibrary.de/journal/7/zeitschrift-fuumlr-aumlsthetik-und-allgemeine-kunstwissenschaft
EZB110810,American Philosophical Quarterly,"University of Illinois Press ; JSTOR, 1 (1964) -",Volltext (Elektronische Zeitschriftenbibliothek),1964-01-01T00:00:00Z,1964,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2065889-8,572z,2152-1123,1 (1964) -,"Champaign, Il.; Verona, Pa,; Pittsburgh, Pa.; Oxford; Bowling Green, Ohio",University of Illinois Press ; JSTOR,,,,0.16.0,AK,1 (1964) -,American Philosophical Quarterly,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2065889&bibid=DLA␟https://www.jstor.org/journal/amerphilquar
EZB110824,Annalen der Philosophie und philosophischen Kritik,"JSTOR, 4 (1924) - 8 (1929)",Volltext (Elektronische Zeitschriftenbibliothek),1924-01-01T00:00:00Z␟1929-01-01T00:00:00Z,[1924 TO 1929],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2227103-X,572z,,4 (1924) - 8 (1929),Leipzig,JSTOR,AK01197238,Annalen der Philosophie und philosophischen Kritik,Erscheint auch als Druck-Ausgabe,0.16.0,AK,4 (1924) - 8 (1929),Annalen der Philosophie und philosophischen Kritik,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2227103&bibid=DLA␟https://www.jstor.org/journal/annaphilphilkrit
EZB110826,Erkenntnis (1930-1937),"Springer Science Business Media B.V. ; JSTOR, 1 (1930) - 7 (1937)",Volltext (Elektronische Zeitschriftenbibliothek),1930-01-01T00:00:00Z␟1937-01-01T00:00:00Z,[1930 TO 1937],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2015303-X,572z,1572-8420,1 (1930) - 7 (1937),Dordrecht [u.a.]; Leipzig; Dordrecht,Springer Science Business Media B.V. ; JSTOR,,,,0.16.0,AK,1 (1930) - 7 (1937),Erkenntnis (1930-1937),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2015303&bibid=DLA␟https://www.jstor.org/journal/erkenntnis
EZB110827,"Journal of Unified Science, The","Stockum ; JSTOR, 8 (1939), 1 - 8 (1940), 6",Volltext (Elektronische Zeitschriftenbibliothek),1939-01-01T00:00:00Z␟1940-01-01T00:00:00Z,[1939 TO 1940],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2227132-6,572z,,"8 (1939), 1 - 8 (1940), 6",The Hague [u.a.],Stockum ; JSTOR,,,,0.16.0,AK,"8 (1939), 1 - 8 (1940), 6","Journal of Unified Science, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2227132&bibid=DLA␟https://www.jstor.org/journal/junifscieerke
EZB110828,Erkenntnis (1975-),"Springer Science Business Media B.V. ; JSTOR, 9 (1975) -",Volltext (Elektronische Zeitschriftenbibliothek),1975-01-01T00:00:00Z,1975,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2015303-X,572z,1572-8420,9 (1975) -,Dordrecht [u.a.]; Leipzig; Dordrecht,Springer Science Business Media B.V. ; JSTOR,,,,0.16.0,AK,9 (1975) -,Erkenntnis (1975-),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2015303&bibid=DLA␟https://www.jstor.org/journal/erkenntnis2
EZB110838,Human Studies,"Springer ; JSTOR, 1 (1978), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1978-01-01T00:00:00Z,1978,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2015597-9,572z,1572-851X,"1 (1978), 1 -",Dordrecht [u.a.],Springer ; JSTOR,,,,0.16.0,AK,"1 (1978), 1 -",Human Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2015597&bibid=DLA␟https://www.jstor.org/journal/humastud
EZB110876,Studia Phaenomenologica,"Zeta Books; Romanian Society for Phenomenology ; Philosophy Documentation Center ; formerly CEEOL, 1 (2001) - 13 (2013)",Volltext (Elektronische Zeitschriftenbibliothek),2001-01-01T00:00:00Z␟2013-01-01T00:00:00Z,[2001 TO 2013],True,Rumänisch␟Deutsch␟Französisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2467821-1,572z,2069-0061,1 (2001) - 13 (2013),[Bucharest]; Bucharest,Zeta Books; Romanian Society for Phenomenology ; Philosophy Documentation Center ; formerly CEEOL,,,,0.16.0,AK,1 (2001) - 13 (2013),Studia Phaenomenologica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2467821&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB110966,Athena : Filosofijos Studijos : Philosophical Studies,"Kulturos, Filosofijos ir Meno Institutas ; CEEOL, 1 (2006) -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Litauisch␟Englisch␟Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2469092-2,572z,2538-7294,1 (2006) -,"Vilnius; Frankfurt, Main","Kulturos, Filosofijos ir Meno Institutas ; CEEOL",,,,0.16.0,AK,1 (2006) -,Athena : Filosofijos Studijos : Philosophical Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2469092&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB111027,"Polish Journal of Aesthetics, The","Institute of Philosophy, Jagiellonian University ; CEEOL, 24 (2012) -",Volltext (Elektronische Zeitschriftenbibliothek),2012-01-01T00:00:00Z,2012,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,3052778-8,572z,2353-723X,24 (2012) -,Kraków,"Institute of Philosophy, Jagiellonian University ; CEEOL",,,,0.16.0,AK,24 (2012) -,"Polish Journal of Aesthetics, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?3052778&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB114347,Linguistics and Philosophy (L&P),"Springer; JSTOR, 1 (1977), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1977-01-01T00:00:00Z,1977,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2009959-9,572z,1573-0549,"1 (1977), 1 -",Dordrecht [u.a.]; Dordrecht,Springer; JSTOR,,,,0.16.0,AK,"1 (1977), 1 -",Linguistics and Philosophy (L&P),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2009959&bibid=DLA␟https://www.jstor.org/journal/lingphil
EZB114429,Foundations of Language,"Springer; JSTOR, 1 (1965), 1 - 14 (1976), 4",Volltext (Elektronische Zeitschriftenbibliothek),1965-01-01T00:00:00Z␟1976-01-01T00:00:00Z,[1965 TO 1976],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2479477-6,572z,,"1 (1965), 1 - 14 (1976), 4",Dordrecht,Springer; JSTOR,,,,0.16.0,AK,"1 (1965), 1 - 14 (1976), 4",Foundations of Language,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2479477&bibid=DLA␟https://www.jstor.org/journal/founlang
EZB11492,Librarian Career Development,"Emerald (ehemals: MCB University Press), 1 (1993) - 7 (1999)",Volltext (Elektronische Zeitschriftenbibliothek),1993-01-01T00:00:00Z␟1999-01-01T00:00:00Z,[1993 TO 1999],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2014299-7,572z,1758-7913,1 (1993) - 7 (1999),Bradford,Emerald (ehemals: MCB University Press),,,,0.16.0,AK,1 (1993) - 7 (1999),Librarian Career Development,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2014299&bibid=DLA␟https://www.emerald.com/insight/publication/issn/0968-0810
EZB115027,College Literature,"Johns Hopkins University Press ; JSTOR, 1 (1974) -",Volltext (Elektronische Zeitschriftenbibliothek),1974-01-01T00:00:00Z,1974,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067371-1,572z,1542-4286,1 (1974) -,"Baltimore, MD; West Chester, Pa.",Johns Hopkins University Press ; JSTOR,,,,0.16.0,AK,1 (1974) -,College Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067371&bibid=DLA␟https://www.jstor.org/journal/collegelit
EZB115028,Ethical Theory and Moral Practice,"Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers) ; JSTOR, 1 (1998) -",Volltext (Elektronische Zeitschriftenbibliothek),1998-01-01T00:00:00Z,1998,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2015306-5,572z,1572-8447,1 (1998) -,Dordrecht [u.a.],Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers) ; JSTOR,,,,0.16.0,AK,1 (1998) -,Ethical Theory and Moral Practice,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2015306&bibid=DLA␟https://www.jstor.org/journal/ethitheomoraprac
EZB115032,"Journal of Ethics, The","Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers) ; JSTOR, 1 (1997) -",Volltext (Elektronische Zeitschriftenbibliothek),1997-01-01T00:00:00Z,1997,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2004536-0,572z,1572-8609,1 (1997) -,Dordrecht [u.a.],Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers) ; JSTOR,,,,0.16.0,AK,1 (1997) -,"Journal of Ethics, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2004536&bibid=DLA␟https://www.jstor.org/journal/jethics
EZB115034,Journal of New Zealand Literature,"The Department of English, University of Waikato ; JSTOR, 1 (1983) -",Volltext (Elektronische Zeitschriftenbibliothek),1983-01-01T00:00:00Z,1983,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2269747-0,572z,,1 (1983) -,"Hamilton, New Zealand","The Department of English, University of Waikato ; JSTOR",,,,0.16.0,AK,1 (1983) -,Journal of New Zealand Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2269747&bibid=DLA␟https://www.jstor.org/journal/jnewzeallite
EZB115058,"Analytical Review, or History of Literature Domestic and Foreign, The","via BPC, 1 (1788) - 1 (1799)",Volltext (Elektronische Zeitschriftenbibliothek),1788-01-01T00:00:00Z␟1799-01-01T00:00:00Z,[1788 TO 1799],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2491099-5,572z,,1 (1788) - 1 (1799),London,via BPC,,,,0.16.0,AK,1 (1788) - 1 (1799),"Analytical Review, or History of Literature Domestic and Foreign, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2491099&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1506
